company_name,job_title,job_link,job_description,extracted_skills,date_scraped
Smart IMS Inc.,.Net/Azure Developer,https://www.linkedin.com/jobs/view/net-azure-developer-at-smart-ims-inc-3911000973?position=15&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=nqMbZOGKwN03RgVqNT4FpA%3D%3D&trk=public_jobs_jserp-result_search-card,JOb Title: .Net/Azure DeveloperDuration: 12+ MonthsAzure function development experienceplease. need to get 2 of them started within the next 2 weeks Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Software Development,[],2024-05-02 10:00:19.984770
NuAxis Innovations,Java/ SQL Developer,https://www.linkedin.com/jobs/view/java-sql-developer-at-nuaxis-innovations-3908835051?position=24&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=o%2FqxssUOXMr5LufFL6i6Fg%3D%3D&trk=public_jobs_jserp-result_search-card,"We are a federal IT company on a mission to make customer experience (CX) the center of every government solution.Technology is our Passion. People are our Purpose. We know tech, but we love people. NuAxis is home to thinkers and feelers; engineers and artists. We work hard and support each other along the way. Teamwork is more than just a buzzword for us, it’s a state of mind.We believe happy employees do amazing work, so join our team NOW! We are currently seeking a talented and motivated Java/SQL Developer for a Full-Time Remote position.Job Description:We are seeking a skilled individual with the following experience and knowledge to join our team:Requirement:Proficiency in JavaExperience with the Spring Framework as a comprehensive programming and configuration modelStrong SQL skillsFamiliarity with HTML, JavaScript, and CSSBasic LINUX usage including navigating, reading files, and sudo commandsSoftware Knowledge:Rational Application DeveloperSQL Developer / SQL PlusPuTTY / WinSCPWebSphereSubversionFamiliarity with Cloud Platform DevelopmentUnderstanding of event streaming platforms used for data collection, processing, storage, and integration, such as KafkaWorking knowledge of control-M jobs / POB system, as well as basics of the AFT systemExperience in Microservices designSkills in DevSecOps, Secure Coding practices, and Solutions Development Frameworks including Docker, Jenkins, GitLabFunctional Knowledge (one or more of the following):Knowledge / Experience with Agile MethodologiesKnowledge / Experience of SDLC practicesKnowledge of Change Management and Configuration Management tools such as VersionOne, ServiceNow, etc. Understanding of Application Lifecycle Management (ALM)Familiarity with API Tools and best practicesKnowledge of Security principlesExperience in Performance tuningDoes this opportunity sound like a fit for you? If so, join our talent community and click to apply now!!Our Profile: We are an IT company with a unique mission—to make people the center of every federal IT solution. Our technologists have always gone the extra mile to help our federal clients succeed. And over the years, we saw a growing disconnect in how federal IT initiatives were built and managed. Time after time, programs failed because the focus was on the tools and products and not the people using them. Learn More. NuAxis is an Equal Opportunity/Affirmative Action Employer, including Vets and Disabled. Employment is contingent upon successful completion of a background investigation. Learn More about our Benefits and Culture!#NAI #DICE Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Information Technology & Services","['JavaScript', 'SQL']",2024-05-02 10:00:19.984770
STAND 8 Technology Services,(CMS) Software Engineer,https://www.linkedin.com/jobs/view/cms-software-engineer-at-stand-8-technology-services-3888367318?position=29&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=D7lf%2FSOE03yC%2Fb%2BRAEgmjw%3D%3D&trk=public_jobs_jserp-result_search-card,"STAND 8 provides end to end IT solutions to enterprise partners across the United States with offices in Los Angeles, New York, New Jersey, Atlanta and more, including internationally in Mexico, India and Japan. The ideal candidate will embody our design principles and demonstrate collaborative teamwork, effectively communicating ideas with colleagues and management. We seek an individual adept at thriving in a dynamic work environment, possessing a deep understanding of modern languages and technologies. Responsibilities include gathering requirements, designing solutions, modeling data, and executing implementations. Our preferred candidate will possess a robust understanding of performance principles and exhibit a commitment to delivering top-notch products.Requirements4+ years of backend web development experienceJava, PHP, PostgreSQLUnderstanding of Object Oriented Programming and Design, data structures, and algorithmsExperience working with source control systems; git preferredKnowledge of open-source softwareExperience with Java Spring Boot is a plusExperience with NextJS is a plusExperience with NoSQL concepts is a plusExperience with Lucene/SOLR is a plusWorking knowledge of Docker, Kubernetes, and cloud environments (GCP, AWS, etc.) is a plusWeb development best practicesKnowledge of modern CMS systems and trendsClearly articulates thoughts and ideas verbally and/or in writingBS Comp Sci, or similar experienceResponsibilitiesIndependently design, build, test, and support a high-performance, scalable, and innovative CMS powering our cross-platform streaming service.Develop back-end APIs, implement system instrumentation, and provide documentation.Work closely with other engineers and product management teams to meet fixed deadlines.Work in all phases of a rapid product development life-cycle.STAND 8 provides end to end IT solutions to enterprise partners across the United States with offices in Los Angeles, New York, New Jersey, Atlanta and more, including internationally in Mexico, India and Japan. The ideal candidate will embody our design principles and demonstrate collaborative teamwork, effectively communicating ideas with colleagues and management. We seek an individual adept at thriving in a dynamic work environment, possessing a deep understanding of modern languages and technologies. Responsibilities include gathering requirements, designing solutions, modeling data, and executing implementations. Our preferred candidate will possess a robust understanding of performance principles and exhibit a commitment to delivering top-notch products.Requirements4+ years of backend web development experienceJava, PHP, PostgreSQLUnderstanding of Object Oriented Programming and Design, data structures, and algorithmsExperience working with source control systems; git preferredKnowledge of open-source softwareExperience with Java Spring Boot is a plusExperience with NextJS is a plusExperience with NoSQL concepts is a plusExperience with Lucene/SOLR is a plusWorking knowledge of Docker, Kubernetes, and cloud environments (GCP, AWS, etc.) is a plusWeb development best practicesKnowledge of modern CMS systems and trendsClearly articulates thoughts and ideas verbally and/or in writingBS Comp Sci, or similar experienceResponsibilitiesIndependently design, build, test, and support a high-performance, scalable, and innovative CMS powering our cross-platform streaming service.Develop back-end APIs, implement system instrumentation, and provide documentation.Work closely with other engineers and product management teams to meet fixed deadlines.Work in all phases of a rapid product development life-cycle.Additional DetailsThe base range for this contract position is $70 - $80/per hour, depending on experience.Our pay ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hires of this position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. BenefitsMedical coverage and Health Savings Account (HSA) through AnthemDental/Vision/Various Ancillary coverages through Unum401(k) retirement savings planCompany-paid Employee Assistance Program (EAP)Discount programs through ADP WorkforceNowAbout UsSTAND 8 provides end-to-end IT solutions to enterprise partners across the United States and globally with offices in Los Angeles, Atlanta, New York, Mexico, Japan, India, and more. STAND 8 focuses on the ""bleeding edge"" of technology and leverages automation, process, marketing, and over fifteen years of success and growth to provide a world-class experience for our customers, partners, and employees. Our mission is to impact the world positively by creating success through PEOPLE, PROCESS, and TECHNOLOGY. Check out more at www.stand8.io; and reach out today to explore opportunities to grow together! Show more Show less Seniority level Entry level Employment type Contract Job function Information Technology Industries Software Development","['PostgreSQL', 'SQL']",2024-05-02 10:00:19.984770
Penguin Random House,Systems Engineer (Open to Remote),https://www.linkedin.com/jobs/view/systems-engineer-open-to-remote-at-penguin-random-house-3822124528?position=34&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=lIkRT3u4SaSFfUbx0tvcgg%3D%3D&trk=public_jobs_jserp-result_search-card,"We are seeking a talented Systems Engineer to work within the Infrastructure team to manage a large environment through automation tools. This role works to implement best practices and bring in new ideas as technology improvements are made. In partnership with adjacent teams, you will work towards immutable configurations within existing platforms on-premise and in AWS, eventually leading to workload containerization via Kubernetes.We are looking for highly motivated candidates who are accountable, passionate, assertive, proactive, open & honest, results oriented, and adaptable.Responsibilities: Brings ideas and implements solutions for improving infrastructure through automation, monitoring, performance tuning, health monitoring and tool creation Comfortable working within complex hybrid cloud environments Manages configuration and patch management across a large, hybrid environment Implements highly available, secure, scalable, self-healing, productive systems Documents standard processes for system deployment, maintenance and alert management Evaluate and advise on system and application architectures as needed Support existing legacy applications until they can be re-engineered Assist in supporting standardized tools used within the team Collaborate with information security team on mitigation efforts Investigate, troubleshoot, and triage production problems as they occur Performs basic engineering, design, implementation and maintenance tasks Contributes directly to the planning and execution of the next iteration of core services Participates in an active on-call rotation Desired Qualifications: Bachelor’s degree (or higher) in Computer Science or equivalent practical experience Strong Linux proficiency and automation around the platform Extensive experience with configuration management tools (i.e. Chef, Puppet, Ansible, AWS SSM or Saltstack) Proficient with containerization technologies such as Docker, Kubernetes, AWS EKS Exceptional knowledge and experience with AWS services such as: EC2, EBS, EKS, IAM, SSM, Route53, ALB, NLB Good understanding of load balancing technologies (F5, ELB) The ability to work independently as well as perform as part of a scrum team Ability to learn and apply new technologies quickly Additional Desired Qualifications: Strong oral/written communication skills Skilled in automating cloud deployments via Cloud Formation or Terraform Comfortable using GIT (Gitlab / Github) Web application development experience (Java, PHP, Python, etc.) Comfortable working in all layers of the networking stack Familiarity with monitoring and logging tools Knowledge of relational and non-relational databases To learn more about our IT Department and their initiatives, visit our Tech Talent site.For any questions you may have, please refer to our FAQ page here .The salary for this position is $100,000-$125,000. All positions are currently eligible for annual profit award or bonus, subject to Company results. Penguin Random House job postings include a good faith compensation range for each open position. The salary range listed is specific to each particular open position and takes into account various factors including the specifics of the individual role, and candidate's relevant experience and qualifications.Full-time employees are eligible for our comprehensive benefits program. Our range of benefits include, but are not limited to, Medical/Prescription drug insurance, Dental, Vision, Health Care/Dependent Care Flexible Spending Account, Health Savings Account, Pre-Tax and Roth 401(k), Short and Long-Term Disability Insurance, Life/AD&D Insurance, Commuter Benefits, Student Loan Repayment Program, Educational Assistance & generous paid time off.Penguin Random House is the leading adult and children's publishing house in North America, the United Kingdom and many other regions around the world. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. Our vibrant and diverse international community of nearly 300 publishing brands and imprints include Ballantine Bantam Dell, Berkley, Clarkson Potter, Crown, DK, Doubleday, Dutton, Grosset & Dunlap, Little Golden Books, Knopf, Modern Library, Pantheon, Penguin Books, Penguin Press, Penguin Random House Audio, Penguin Young Readers, Portfolio, Puffin, Putnam, Random House, Random House Children's Books, Riverhead, Ten Speed Press, Viking, and Vintage, among others. More information can be found at http://www.penguinrandomhouse.com/.Penguin Random House values the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.Company: Penguin Random House LLCCountry: United States of AmericaState/Region: New YorkCity: New YorkPostal Code: 10019Job ID: 268128Date: Apr 7, 2024Location:New York, NY, US, 10019Nearest Major Market: ManhattanNearest Secondary Market: New York CityJob Segment: Book Publishing, Systems Engineer, Computer Science, Information Security, Engineer, Publishing, Engineering, Technology Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Book and Periodical Publishing and Book Publishing",['Python'],2024-05-02 10:00:19.984770
Crunchyroll,"Software Engineer, Content Delivery",https://www.linkedin.com/jobs/view/software-engineer-content-delivery-at-crunchyroll-3835010603?position=35&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=Ui%2BBZ1iL8LoDtazJAA6iTA%3D%3D&trk=public_jobs_jserp-result_search-card,"About CrunchyrollWE HELP EVERYONE BELONG. IT’S OUR PURPOSE.Founded by fans, Crunchyroll delivers the art and culture of anime to a passionate community. We super-serve over 100 million anime and manga fans across 200+ countries and territories, and help them connect with the stories and characters they crave. Whether that experience is online or in-person, streaming video, theatrical, games, merchandise, events and more, it’s powered by the anime content we all love.Join our team, and help us shape the future of anime!Who We AreWe're a cast of characters working to shine a spotlight on anime. Crunchyroll is an international business focused on creating both online and offline experiences for fans through content (licensed, co-produced, originals, distribution), merchandise, events, gaming, news, and more. Visit our About Us pages for more information about our collection of brands.About The RoleYou will work with engineers, product managers, and project managers to implement new features across Crunchyroll's Content Delivery while improving the scalability of our services through proper planning and load testing. You will improve the availability of our platform through better monitoring, performance reporting, and error reporting. Improve the server response times of our APIs by profiling, identifying, and eliminating bottlenecks. You consider system security in every design decision and work with operations to evaluate new infrastructure. While researching and generating ways to serve our customers, you will also plan, analyze, and optimize to help our team growth. This role will report into Crunchyroll's Engineering Manager, Content Delivery and while it is preferred for this to sit within one of Crunchyroll's offices, we are open to fully remote as well.About YouEducation that results in strong understanding of computer science principles and design patterns. Education ranging from a Bachelor's of Science degree in Computer Science, Mathematics, or related science and engineering degree to alternative education, training, bootcamps, or certifications.7+ years experience as a software engineer working on back-end, cloud-based systems3+ years as a software engineer working on or closely supporting front-end applications2+ years of experience working with remote or distributed teamsExperience in GoLang or Node.js (Typescript)Experience with AWS/GCP technologies like Lambda, SQS, EventBridge, EC2, S3, DynamoDB, ECSExperience with relational databases like MySQL or PostgresDBHas a willingness to be on-call on a rotational basis along with others in the team to ensure incidents are addressed as quickly as possible with the least disruption to our end-users.Ability to write & assess clean, functional, high quality and testable code for each of our projects.Understanding and experience with common programming constructs like code version control tools like GitHub, CI/CD, writing unit and integration tests.Positive and proactive contributor and team motivator.PlusesFamiliarity with internet video or content management systemsActive participation in one or more open source projectsExperience with implementing and operating systems using event-driven architecturesExperience measuring and modeling cost and performance metrics of cloud servicesAbout The TeamOur engineers are pioneering in tools and technologies to efficiently build outstanding user experiences across more than 10 platforms for multiple brands. We work closely with innovative design, user-experience, and user-testing teams to deliver dynamic experiences. Video is at the core of our streaming service, and we partner with other content operations, video infrastructure and client teams. We manage metadata and ensure it is available at scale to millions of our anime fans. Our team also supports both external partners and internal stakeholders end-to-end, as content is ingested, organized and distributed within our applications and to other parties. Come join us!Why you will love working at CrunchyrollIn addition to getting to work with fun, passionate and inspired colleagues, you will also enjoy the following benefits and perks:Receive a great compensation package including salary plus performance bonus earning potential, paid annually.Flexible time off policies allowing you to take the time you need to be your whole self.Generous medical, dental, vision, STD, LTD, and life insuranceHealth Saving Account HSA programHealth care and dependent care FSA401(k) plan, with employer matchEmployer paid commuter benefitSupport program for new parentsPet insurance and some of our offices are pet friendly!The Pay Range for this position is listed. Actual pay will vary based on factors including, but not limited to location, experience, and performance. The range listed is just one component of Crunchyroll’s Total Rewards offerings for employees. Other rewards may include performance bonuses, employer matched retirement savings, time-off programs, and progressive health benefits and perks.Pay Transparency - San Francisco, CA$149,007—$186,259 USDAbout Our ValuesWe want to be everything for someone rather than something for everyone and we do this by living and modeling our values in all that we do. We valueCourage. We believe that when we overcome fear, we enable our best selves. Curiosity. We are curious, which is the gateway to empathy, inclusion, and understanding. Service. We serve our community with humility, enabling joy and belonging for others. Kaizen. We have a growth mindset committed to constant forward progress. Our commitment to diversity and inclusionOur mission of helping people belong reflects our commitment to diversity & inclusion. It's just the way we do business.We are an equal opportunity employer and value diversity at Crunchyroll. Pursuant to applicable law, we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Crunchyroll, LLC is an independently operated joint venture between US-based Sony Pictures Entertainment, and Japan's Aniplex, a subsidiary of Sony Music Entertainment (Japan) Inc., both subsidiaries of Tokyo-based Sony Group Corporation.Questions about Crunchyroll’s hiring process? Please check out our Hiring FAQs: https://help.crunchyroll.com/hc/en-us/articles/360040471712-Crunchyroll-Hiring-FAQsPlease beware of recent scams to online job seekers. Those applying to our job openings will only be contacted directly from @crunchyroll.com email account. Show more Show less Seniority level Associate Employment type Full-time Job function Engineering and Information Technology Industries Entertainment Providers",['SQL'],2024-05-02 10:00:19.984770
Insight Global,DevOps Engineer,https://www.linkedin.com/jobs/view/devops-engineer-at-insight-global-3911042249?position=36&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=rH8TZEB7%2FO%2BPjyuujTnEGw%3D%3D&trk=public_jobs_jserp-result_search-card,"Must-haves Bachelors Degree in Computer Science or Software Engineering, etc 4+ years of experience in a DevOps environment Knowledge and experience with GitLab Working with CI/CD pipelines Utilizing Kubernetes or docker Ability to obtain a clearance Plusses Software experience ( C++) Air Force background UAV simulation experience Security Clearance Day-to-Day A well-known Government-supporting company in the Dayton OH area is seeking a DevOps engineer to either sit locally or remotely to support the Autonomy group within AFRL. This person will be joining a highly collaborative team to help automate and generate unique versions of the software, make changes to the CI/CD pipelines to create new versions, and to help modify when needed. This person will be interacting with GitLab to help develop new tasking/new ideas based on the team's goals. This environment will be for all the engineers and developers within the Autonomy space to have access to. If they have an interest in the software side of the house they could have the opportunity to support different efforts but that is optional! This work is immediately making an impact to different AF efforts! Show more Show less Seniority level Associate Employment type Contract Job function Engineering Industries Defense and Space Manufacturing",[],2024-05-02 10:00:19.984770
Braintrust,Looking for a experienced Web Developer,https://www.linkedin.com/jobs/view/looking-for-a-experienced-web-developer-at-braintrust-3914871911?position=37&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=ix7a2SlqcJljOQMuonuSBQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job DescriptionI'm seeking a talented Full Stack Developer who is proficient in JavaScript and Blockchain. The ideal candidate will have a strong background in both frontend and backend development.Frontend Developer Tasks: UI Design: The selected developer should be able to create visually appealing and user-friendly interfaces that align with my project requirements. Frontend Development: I need someone who can convert these designs into functional web applications. Responsive Design: My project should be accessible and visually pleasing across various devices and screens.Backend Developer Tasks: Server-side Scripting: I require a developer who can develop the server-side logic for my project. They should have experience in creating robust and efficient server-side scripts. Database Management: The backend developer should be experienced in managing databases. This includes handling data storage, retrieval, and ensuring the database is optimized for performance.Ideal Skills and Experience: Strong proficiency in JavaScript and Blockchain. Proven experience in UI design, frontend development, and responsive design. Expertise in server-side scripting and database management. Previous experience in full stack development is a plus.If you are a Full Stack Developer with a keen eye for UI design, and a solid understanding of server-side scripting and database management, I'd love to hear from you. Your experience in JavaScript and Blockchain will be highly valued for this project. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Technology, Information and Internet",['JavaScript'],2024-05-02 10:00:19.984770
Fiori Technology Solutions Inc,Cloud Engineer,https://www.linkedin.com/jobs/view/cloud-engineer-at-fiori-technology-solutions-inc-3909354178?position=38&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=Uo9klTrWAPAp%2Bvcahh2%2BYg%3D%3D&trk=public_jobs_jserp-result_search-card,"We are seeking a Cloud Engineer to assist in the design, implementation, and management of our cloud infrastructure across multiple platforms. As a Cloud Engineer, you will collaborate with cross-functional teams to deploy and maintain cloud-based solutions that meet our business objectives.Responsibilities:· Design, implement, and manage cloud infrastructure across multiple platforms.· Deploy and maintain cloud-based solutions for scalability and reliability.· Implement automation for provisioning, configuration, and orchestration.· Monitor and optimize cloud resources for cost and performance.· Collaborate with cross-functional teams to ensure alignment with business objectives.Qualifications:· Experience with cloud platforms (e.g., AWS, Azure, Google Cloud).· Proficiency in infrastructure as code tools (e.g., Terraform, CloudFormation).· Knowledge of containerization technologies (e.g., Docker, Kubernetes).· Strong understanding of networking and security in cloud environments.· Excellent problem-solving and communication skills Show more Show less Seniority level Mid-Senior level Employment type Full-time Job function Engineering and Information Technology Industries IT Services and IT Consulting",[],2024-05-02 10:00:19.984770
RealREPP,Infor Developer,https://www.linkedin.com/jobs/view/infor-developer-at-realrepp-3739992534?position=41&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=a2qlFoTvEHWjvSpEReEAGA%3D%3D&trk=public_jobs_jserp-result_search-card,"The BreakdownThe Application Development team operates across a broad scope of development activities and platforms. This includes development and support of new forms, application integrations, systems enhancements, in-application queries, and fully custom-built applications. The Infor Developer is a highly experienced developer with years of experience across many development environments including those beyond core ERP. They have actively engaged in and successfully implemented multiple solutions across the full scope of development activities. They are passionate about writing clean, supportable, and efficient code that is written in the appropriate environment rather than the most comfortable. They will have and share opinions on the many environments and techniques that we employ as best practices with development. They will serve as a mentor/guide to more junior developers on the team. This is a hands-on role where coding is your main focus.What You Get To DoCollaborate with decision makers, systems owners, and end users to define business, financial, and operations requirements and systems goals, and identify and resolve systems issuesPlan, design, develop, and deploy new applications, and enhancements to existing applicationsPrepare and deliver reports, recommendations, or alternatives that address existing and potential trouble areas in supported applications across the organizationProvide troubleshooting and technical issue managementAssure the robustness of the overall solutionsPromote industry best practices and bring forth innovative ideas and conceptsClosely collaborate with other IT teams both internal and external when necessaryWhat You'll Bring To The TeamStrong conceptual knowledge of Multi-Tenant cloud programming, analysis, and hostingExperience Implementing Infor OS: Ming.le, ION Workflows, Homepages, IDM, IFS, and Nexus (Vendor, NTV, and Factory Track) (preferred)Prior experience developing Java based applications standalone or through rapid development platforms such as Outsystems (plus)Exposure to integration technologies and development concepts such as – EDI, XML, Web Services, APIs, etc.Minimum of 10 years of coding experience in application developmentUser support experience with the ability to train users on developed applicationsDemonstrates integrity, reliability & transparency in relationshipsProfessional-level communication skillsTravel: The position may require minimal travel.Work/Physical Environment: This position is in a typical, stationary office setting. Over 80% of the day will be spent sitting in 1 location.*We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.* Show more Show less Seniority level Associate Employment type Full-time Job function Information Technology Industries Real Estate, Construction, and Financial Services",[],2024-05-02 10:00:19.984770
The Baer Group,SAP BTP Full Stack Developer (16165),https://www.linkedin.com/jobs/view/sap-btp-full-stack-developer-16165-at-the-baer-group-3910225834?position=43&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=FOW4OsWrP%2FB9LSt4yVPvxA%3D%3D&trk=public_jobs_jserp-result_search-card,"Direct message the job poster from The Baer Group Sameer Bansal Sameer Bansal Global Talent Acquisition Lead **Federal Project - Applicant must be a United States Citizen**Baer is looking for SAP BTP Full Stack Developer for a 12-month Federal Partial Remote Project in Philadelphia, PA.Title: SAP BTP Full Stack DeveloperLocation: Hybrid – Philadelphia Area, PA (1-3 times per week Onsite)Duration: 12 monthRate: All-inclusiveAlignment: W2 or C2C (Vendors Not Permitted)DescriptionCollaborate with product managers and engineers to gather and evaluate user requirements.Design and implement responsive, consistent, and user-friendly applications.Perform data modeling, schema creation, and modifications within the HANA environment.Ensure security and data protection settings across applications.Work with development teams and product managers to brainstorm and implement software solutions.Develop and maintain efficient databases and applications.Write effective APIs to facilitate communication between different systems.Stay updated with industry trends and best practices, and share insights with the team to drive innovation.RequirementsProficiency in cloud services including HANA, Cloud Foundry, and SAP BTP.Ability to understand and conceptualize HANA Data modeling. Experience with HANA XSA is preferred.Strong knowledge and experience in SAP CPI, API development, JSON, authentication, and security.Excellent problem-solving skills and attention to detail.Effective communication and collaboration abilities.Bachelor's degree in Computer Science, Engineering, or a related field (preferred).Company OverviewBaer is an Enterprise Performance Partner providing job opportunities with several 1st Tier Global Systems Integrators and a wide array of Fortune 1000 clients. Baer consultants and employees enjoy access to the highest profile job opportunities across leading Enterprise Technology Solutions ranging from Digital Transformation programs utilizing the latest technologies from SAP and Oracle to a wide range of emerging Cloud based infrastructure, application and AI related solutions.At Baer we aim to provide a best-in-class engagement experience for our consultants. Our job requirements are carefully vetted and are typically associated with pivotal programs offering tremendous opportunities to expand your skills leveraging the latest solutions.Baer is an equal opportunity employer including disability/veteran.ALL OPEN JOBSrefMONa#IND1 Show more Show less Seniority level Entry level Employment type Contract Job function Engineering and Information Technology Industries IT Services and IT Consulting",[],2024-05-02 10:00:19.984770
Echo IT Solutions,Sr DevOps Engineer,https://www.linkedin.com/jobs/view/sr-devops-engineer-at-echo-it-solutions-3911005240?position=44&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=BXITEn3lDutJIUy6hwmuEw%3D%3D&trk=public_jobs_jserp-result_search-card,,[],2024-05-02 10:00:19.984770
HypeLab Agency,Bubble developer,https://www.linkedin.com/jobs/view/bubble-developer-at-hypelab-agency-3914877545?position=45&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=Ls6q98lWL95Z71Jumb3R%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,"Who we are?Here at hypelab agency we aim to build beautiful and functional products with 100% customer satisfation, by doing what we love.We don’t seek employees, we are looking for partners that will grow together with a company, financially and intelectually. What you will do? This is a project based remote role for a Bubble developer at HypeLab Agency.You will be responsible for developing and maintaining web applications using Bubble's visual programming platform. They will collaborate with the team to understand project requirements, design and develop innovative solutions, and troubleshoot issues as they arise. The Bubble developer will also participate in code reviews and contribute to the continuous improvement of development processes. Qualifications Focus on details (we aim for individuals who don’t need additional micro managment and can spot their blind spots by themself)Open mind and collaborative spirit (most of the problems will be solved by clear communication with the teamBasic knowladge of figmaAt least 1 commercial project build fully by you Willignes to improve your skillset Show more Show less Seniority level Entry level Employment type Part-time Job function Engineering and Information Technology Industries Software Development",[],2024-05-02 10:00:19.984770
Jobot Consulting,Power BI Developer,https://www.linkedin.com/jobs/view/power-bi-developer-at-jobot-consulting-3913144263?position=46&pageNum=0&refId=UdHcwrkUN%2FZFQYfP2CIMlQ%3D%3D&trackingId=z%2FYbin6xw1d2cO%2FSCVs9%2BQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Want to learn more about this role and Jobot Consulting? Click our Jobot Consulting logo and follow our LinkedIn page!Job detailsThis Jobot Consulting Job is hosted by Dan DungyAre you a fit? Easy Apply now by clicking the ""Easy Apply"" button and sending us your resume.Salary $40 - $60 per hourA Bit About UsFast-growing leader in engineering and construction with amazing GlassDoor reviews and a winning, collaborative company culture.Why join us? Competitive Base Salary! Relaxed workplace with the most technically proficient talent in the industry! Accelerated Career Growth!Job Details Collaborate with business stakeholders to gather requirements and understand data visualization needs. Design and develop interactive Power BI dashboards and reports to visualize complex datasets. Implement best practices for data visualization and ensure that visualizations are intuitive, insightful, and easy to understand. Optimize Power BI reports for performance and efficiency. Work closely with data engineers and analysts to ensure data quality and consistency. Provide training and support to end users on how to use Power BI dashboards and reports effectively. Stay updated on the latest features and capabilities of Power BI and recommend improvements to existing processes and tools. Participate in cross-functional projects and collaborate with team members to deliver high-quality solutionsWhile NOT a requirement, backend capabilities would be a bonus Backend Development Design, develop, and maintain the backend infrastructure to support PowerBI reporting solutions. This includes building data pipelines, ETL processes, and data warehouses to ensure reliable and efficient data retrieval. Data Integration Integrate data from various sources, including databases, APIs, and third-party platforms, into the backend infrastructure for PowerBI reporting. Performance Optimization Optimize backend processes and queries to improve data retrieval and report generation performance within PowerBI. Data Modeling Design and implement data models within PowerBI to support complex reporting requirements and ensure data accuracy and consistency. Security and Compliance Implement security measures and data governance policies to ensure the confidentiality, integrity, and availability of data within PowerBI reports. Collaboration Collaborate with cross-functional teams, including data analysts, business stakeholders, and IT professionals, to understand reporting requirements and deliver effective solutions. Documentation Document backend processes, data models, and system configurations to facilitate knowledge sharing and ensure maintainability of PowerBI reporting solutions. Troubleshooting Identify and resolve issues related to data retrieval, processing, and visualization within PowerBI reports, providing timely support to end-users as neededInterested in hearing more? Easy Apply now by clicking the ""Easy Apply"" button.Want to learn more about this role and Jobot Consulting?Click our Jobot Consulting logo and follow our LinkedIn page! Show more Show less Seniority level Mid-Senior level Employment type Full-time Job function Information Technology Industries Business Consulting and Services",[],2024-05-02 10:00:19.984770
